# J dE
1.600000000000000089e+00 6.703611793897046311e-02
1.600000000000000089e+00 1.048317211036462560e+01
1.600000000000000089e+00 1.048317211036482632e+01
1.600000000000000089e+00 1.062488547301680342e+01
1.600000000000000089e+00 1.062488547301683006e+01
1.600000000000000089e+00 1.096746488950156539e+01
1.600000000000000089e+00 1.096746488950166842e+01
1.600000000000000089e+00 1.130264497167637927e+01
1.600000000000000089e+00 1.130264497167663329e+01
1.600000000000000089e+00 1.145349674174496002e+01
1.600000000000000089e+00 1.269470631301847874e+01
1.600000000000000089e+00 1.269470631301866348e+01
1.600000000000000089e+00 1.324945935357471427e+01
1.600000000000000089e+00 1.324945935357568061e+01
1.600000000000000089e+00 1.356072782125041698e+01
1.600000000000000089e+00 1.356072782125124121e+01
1.600000000000000089e+00 1.379356248944321095e+01
1.600000000000000089e+00 1.379356248944367991e+01
1.600000000000000089e+00 1.412962982906053711e+01
1.600000000000000089e+00 1.412962982906136489e+01
1.600000000000000089e+00 1.420824892974497899e+01
1.600000000000000089e+00 1.427276697559808127e+01
1.600000000000000089e+00 1.427276697559953433e+01
1.600000000000000089e+00 1.432896939610461828e+01
1.600000000000000089e+00 1.432896939610622411e+01
1.600000000000000089e+00 1.433664110933225189e+01
1.600000000000000089e+00 1.433664110933258229e+01
1.600000000000000089e+00 1.445896792496400707e+01
1.600000000000000089e+00 1.457044628681701681e+01
1.600000000000000089e+00 1.480341903947886095e+01
1.600000000000000089e+00 1.480341903948051652e+01
1.600000000000000089e+00 1.491800104665350446e+01
1.600000000000000089e+00 1.491800104665468751e+01
3.299999999999999822e+00 0.000000000000000000e+00
3.299999999999999822e+00 2.913225216616410762e-13
3.299999999999999822e+00 2.574608795682660656e+00
3.299999999999999822e+00 5.564646269879208518e+00
3.299999999999999822e+00 5.564646269879315099e+00
3.299999999999999822e+00 6.735107372152263849e+00
3.299999999999999822e+00 6.735107372152299376e+00
3.299999999999999822e+00 7.231311999750705155e+00
3.299999999999999822e+00 7.231311999750836605e+00
3.299999999999999822e+00 9.297017605359460646e+00
3.299999999999999822e+00 9.297017605359737757e+00
3.299999999999999822e+00 1.030067322972410082e+01
3.299999999999999822e+00 1.108377024922124221e+01
3.299999999999999822e+00 1.108377024922151222e+01
3.299999999999999822e+00 1.185496122616757297e+01
3.299999999999999822e+00 1.198646193006212179e+01
3.299999999999999822e+00 1.198646193006252325e+01
3.299999999999999822e+00 1.213017171594533572e+01
3.299999999999999822e+00 1.213017171594557020e+01
3.299999999999999822e+00 1.223140618617392228e+01
3.299999999999999822e+00 1.223140618617497744e+01
3.299999999999999822e+00 1.245577706945214125e+01
3.299999999999999822e+00 1.245577706945266527e+01
3.299999999999999822e+00 1.252214826498677702e+01
3.299999999999999822e+00 1.253867186290818125e+01
3.299999999999999822e+00 1.253867186290964675e+01
3.299999999999999822e+00 1.288398489486374743e+01
3.299999999999999822e+00 1.288398489486406007e+01
3.299999999999999822e+00 1.303469954641377448e+01
3.299999999999999822e+00 1.303469954641486694e+01
3.299999999999999822e+00 1.312315231890188372e+01
3.299999999999999822e+00 1.312315231890190681e+01
3.299999999999999822e+00 1.413406755836983208e+01
3.299999999999999822e+00 1.413406755836990492e+01
3.299999999999999822e+00 1.428493898839029619e+01
3.299999999999999822e+00 1.428493898839103160e+01
3.299999999999999822e+00 1.441040422247961850e+01
3.299999999999999822e+00 1.441040422247975350e+01
8.000000000000000444e-01 0.000000000000000000e+00
8.000000000000000444e-01 8.288925101851418731e-13
8.000000000000000444e-01 9.231290228037813961e-04
8.000000000000000444e-01 1.436427926808829447e+01
8.000000000000000444e-01 1.436427926808832645e+01
8.000000000000000444e-01 1.439798850135962915e+01
8.000000000000000444e-01 1.439798850136066299e+01
8.000000000000000444e-01 1.441381872615962401e+01
8.000000000000000444e-01 1.441381872616003612e+01
8.000000000000000444e-01 1.444146500206776906e+01
8.000000000000000444e-01 1.444146500206814920e+01
8.000000000000000444e-01 1.446340882291136509e+01
2.600000000000000089e+00 0.000000000000000000e+00
2.600000000000000089e+00 7.815970093361102045e-14
2.600000000000000089e+00 9.575644583097613349e-01
2.600000000000000089e+00 6.623570219256345482e+00
2.600000000000000089e+00 6.623570219256484037e+00
2.600000000000000089e+00 7.026882104562144349e+00
2.600000000000000089e+00 7.026882104562533371e+00
2.600000000000000089e+00 7.872761770197608477e+00
2.600000000000000089e+00 7.872761770198094311e+00
2.600000000000000089e+00 9.180034507349249751e+00
2.600000000000000089e+00 9.180034507349304818e+00
2.600000000000000089e+00 9.806661329217980949e+00
2.600000000000000089e+00 1.088901112833432450e+01
2.600000000000000089e+00 1.088901112833524287e+01
2.600000000000000089e+00 1.102481145832315690e+01
2.600000000000000089e+00 1.102481145832391363e+01
2.600000000000000089e+00 1.177246277712600531e+01
2.600000000000000089e+00 1.177336611742539496e+01
2.600000000000000089e+00 1.177336611742569339e+01
2.600000000000000089e+00 1.191312256206236242e+01
2.600000000000000089e+00 1.191312256206251696e+01
2.600000000000000089e+00 1.193799278352109816e+01
2.600000000000000089e+00 1.193799278352117099e+01
2.600000000000000089e+00 1.213670217488743752e+01
2.600000000000000089e+00 1.242507127297488800e+01
2.600000000000000089e+00 1.242507127297565894e+01
2.600000000000000089e+00 1.246309626534564075e+01
2.600000000000000089e+00 1.246309626534587700e+01
2.600000000000000089e+00 1.255089295654439496e+01
2.600000000000000089e+00 1.255089295654443582e+01
2.600000000000000089e+00 1.264881012533618154e+01
2.600000000000000089e+00 1.264881012533628990e+01
2.600000000000000089e+00 1.354426682129945902e+01
2.600000000000000089e+00 1.354426682129957626e+01
2.600000000000000089e+00 1.365734219343434042e+01
2.600000000000000089e+00 1.365734219343482359e+01
2.600000000000000089e+00 1.406424779922154045e+01
2.600000000000000089e+00 1.406424779922218349e+01
2.600000000000000089e+00 1.430211987144184249e+01
2.600000000000000089e+00 1.430211987144252817e+01
2.600000000000000089e+00 1.445613902602843126e+01
2.600000000000000089e+00 1.445613902602893752e+01
2.600000000000000089e+00 1.457542109335650515e+01
2.600000000000000089e+00 1.457542109335656733e+01
2.600000000000000089e+00 1.465009326561580671e+01
2.600000000000000089e+00 1.465009326561582093e+01
2.600000000000000089e+00 1.467971588542048700e+01
2.600000000000000089e+00 1.467971588542089378e+01
2.600000000000000089e+00 1.490179961585468149e+01
2.600000000000000089e+00 1.490179961585549862e+01
1.800000000000000044e+00 0.000000000000000000e+00
1.800000000000000044e+00 4.529709940470638685e-13
1.800000000000000044e+00 1.340394035716165888e-01
1.800000000000000044e+00 9.536085909524469884e+00
1.800000000000000044e+00 9.536085909525242599e+00
1.800000000000000044e+00 9.680081653951541298e+00
1.800000000000000044e+00 9.680081653951551957e+00
1.800000000000000044e+00 1.018502373651762838e+01
1.800000000000000044e+00 1.018502373651784865e+01
1.800000000000000044e+00 1.067658633085991582e+01
1.800000000000000044e+00 1.067658633085999753e+01
1.800000000000000044e+00 1.089383147677023977e+01
1.800000000000000044e+00 1.195140560858711609e+01
1.800000000000000044e+00 1.195140560858717826e+01
1.800000000000000044e+00 1.262168625528116728e+01
1.800000000000000044e+00 1.262168625528122412e+01
1.800000000000000044e+00 1.303120659979638241e+01
1.800000000000000044e+00 1.303120659979638951e+01
1.800000000000000044e+00 1.329628081331192213e+01
1.800000000000000044e+00 1.329628081331325795e+01
1.800000000000000044e+00 1.342436064600016365e+01
1.800000000000000044e+00 1.342436064600115131e+01
1.800000000000000044e+00 1.359105403359268571e+01
1.800000000000000044e+00 1.367693160149102027e+01
1.800000000000000044e+00 1.367693160149161358e+01
1.800000000000000044e+00 1.370762207548077605e+01
1.800000000000000044e+00 1.370762207548112421e+01
1.800000000000000044e+00 1.372205833999148794e+01
1.800000000000000044e+00 1.408751257237456223e+01
1.800000000000000044e+00 1.408751257237599219e+01
1.800000000000000044e+00 1.422096119834930761e+01
1.800000000000000044e+00 1.422096119834931827e+01
1.800000000000000044e+00 1.432180130197687973e+01
1.800000000000000044e+00 1.432180130197718526e+01
1.800000000000000044e+00 1.442774880163536899e+01
1.800000000000000044e+00 1.458000306443685545e+01
1.800000000000000044e+00 1.458000306443702421e+01
1.800000000000000044e+00 1.463159605861657653e+01
1.800000000000000044e+00 1.463159605861665824e+01
1.800000000000000044e+00 1.485500696751343597e+01
1.800000000000000044e+00 1.485500696751424954e+01
3.500000000000000000e+00 0.000000000000000000e+00
3.500000000000000000e+00 3.872457909892546013e-13
3.500000000000000000e+00 3.141259500515396041e+00
3.500000000000000000e+00 5.458225761883880978e+00
3.500000000000000000e+00 5.458225761884012428e+00
3.500000000000000000e+00 6.905109643321381441e+00
3.500000000000000000e+00 6.905109643322074220e+00
3.500000000000000000e+00 7.233857932315089556e+00
3.500000000000000000e+00 7.233857932315554962e+00
3.500000000000000000e+00 9.510907254141773848e+00
3.500000000000000000e+00 9.510907254142022538e+00
3.500000000000000000e+00 1.058899147923998996e+01
3.500000000000000000e+00 1.128787074732605689e+01
3.500000000000000000e+00 1.128787074732641926e+01
3.500000000000000000e+00 1.213635063414330162e+01
3.500000000000000000e+00 1.218052044880095863e+01
3.500000000000000000e+00 1.218052044880219853e+01
3.500000000000000000e+00 1.245191290001118212e+01
3.500000000000000000e+00 1.245191290001184470e+01
3.500000000000000000e+00 1.272855325808025917e+01
3.500000000000000000e+00 1.272855325808177263e+01
3.500000000000000000e+00 1.281154700338127306e+01
3.500000000000000000e+00 1.281154700338244901e+01
3.500000000000000000e+00 1.284742209052335404e+01
3.500000000000000000e+00 1.286734450449782230e+01
3.500000000000000000e+00 1.286734450449838008e+01
3.500000000000000000e+00 1.316754824534750767e+01
3.500000000000000000e+00 1.316754824534971746e+01
3.500000000000000000e+00 1.341395545204395034e+01
3.500000000000000000e+00 1.341395545204430562e+01
3.500000000000000000e+00 1.350406652194988588e+01
3.500000000000000000e+00 1.350406652195187895e+01
3.500000000000000000e+00 1.450471807554861314e+01
3.500000000000000000e+00 1.450471807554874815e+01
3.500000000000000000e+00 1.466112305941028993e+01
3.500000000000000000e+00 1.466112305941066296e+01
3.500000000000000000e+00 1.473270268110765002e+01
3.500000000000000000e+00 1.473270268110866255e+01
3.200000000000000178e+00 0.000000000000000000e+00
3.200000000000000178e+00 3.730349362740525976e-13
3.200000000000000178e+00 2.303783733549455093e+00
3.200000000000000178e+00 5.644296272475472165e+00
3.200000000000000178e+00 5.644296272476132970e+00
3.200000000000000178e+00 6.682857130899609643e+00
3.200000000000000178e+00 6.682857130899783726e+00
3.200000000000000178e+00 7.255189888670731335e+00
3.200000000000000178e+00 7.255189888670869891e+00
3.200000000000000178e+00 9.214209439863903839e+00
3.200000000000000178e+00 9.214209439864248452e+00
3.200000000000000178e+00 1.017349403276771369e+01
3.200000000000000178e+00 1.100674136055067720e+01
3.200000000000000178e+00 1.100674136055197216e+01
3.200000000000000178e+00 1.175140385923067576e+01
3.200000000000000178e+00 1.191423676732566150e+01
3.200000000000000178e+00 1.191423676732618731e+01
3.200000000000000178e+00 1.194498517314834629e+01
3.200000000000000178e+00 1.194498517314874775e+01
3.200000000000000178e+00 1.199880306510731920e+01
3.200000000000000178e+00 1.199880306510740269e+01
3.200000000000000178e+00 1.230483848264417368e+01
3.200000000000000178e+00 1.230483848264483981e+01
3.200000000000000178e+00 1.238868269318938964e+01
3.200000000000000178e+00 1.246963324299614584e+01
3.200000000000000178e+00 1.246963324299647446e+01
3.200000000000000178e+00 1.277151854584514723e+01
3.200000000000000178e+00 1.277151854584597146e+01
3.200000000000000178e+00 1.287204583476738229e+01
3.200000000000000178e+00 1.287204583476889752e+01
3.200000000000000178e+00 1.295609742407958720e+01
3.200000000000000178e+00 1.295609742407990694e+01
3.200000000000000178e+00 1.397592208554421411e+01
3.200000000000000178e+00 1.397592208554510584e+01
3.200000000000000178e+00 1.412401503874143671e+01
3.200000000000000178e+00 1.412401503874149533e+01
3.200000000000000178e+00 1.428123874466713694e+01
3.200000000000000178e+00 1.428123874466865750e+01
1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+00 7.505107646466058213e-14
1.000000000000000000e+00 3.734146589902120894e-03
1.000000000000000000e+00 1.341537467471121658e+01
1.000000000000000000e+00 1.341537467471173883e+01
1.000000000000000000e+00 1.347776285883893976e+01
1.000000000000000000e+00 1.347776285884002867e+01
1.000000000000000000e+00 1.352412066530508916e+01
1.000000000000000000e+00 1.352412066530568246e+01
1.000000000000000000e+00 1.358652482047447485e+01
1.000000000000000000e+00 1.358652482047469690e+01
1.000000000000000000e+00 1.362537187165700736e+01
3.799999999999999822e+00 0.000000000000000000e+00
3.799999999999999822e+00 4.973799150320701301e-14
3.799999999999999822e+00 4.032519304260247850e+00
3.799999999999999822e+00 5.402940924523161215e+00
3.799999999999999822e+00 5.402940924523242927e+00
3.799999999999999822e+00 7.283862044149621795e+00
3.799999999999999822e+00 7.283862044149724824e+00
3.799999999999999822e+00 7.337019610774511591e+00
3.799999999999999822e+00 7.337019610774660805e+00
3.799999999999999822e+00 9.926222065318739851e+00
3.799999999999999822e+00 9.926222065319048937e+00
3.799999999999999822e+00 1.107956796533311206e+01
3.799999999999999822e+00 1.169183111168980815e+01
3.799999999999999822e+00 1.169183111169054001e+01
3.799999999999999822e+00 1.257065262575635955e+01
3.799999999999999822e+00 1.257065262575650877e+01
3.799999999999999822e+00 1.271284414490112979e+01
3.799999999999999822e+00 1.305077585411403973e+01
3.799999999999999822e+00 1.305077585411529384e+01
3.799999999999999822e+00 1.311509927755178140e+01
3.799999999999999822e+00 1.311509927755203364e+01
3.799999999999999822e+00 1.345159714024574171e+01
3.799999999999999822e+00 1.345159714024694964e+01
3.799999999999999822e+00 1.345178456769124153e+01
3.799999999999999822e+00 1.370940153981169018e+01
3.799999999999999822e+00 1.370940153981228704e+01
3.799999999999999822e+00 1.393337398461151722e+01
3.799999999999999822e+00 1.393337398461217802e+01
3.799999999999999822e+00 1.408764662808588142e+01
3.799999999999999822e+00 1.408764662808617629e+01
3.799999999999999822e+00 1.415531328273071310e+01
3.799999999999999822e+00 1.415531328273073797e+01
1.300000000000000044e+00 0.000000000000000000e+00
1.300000000000000044e+00 3.423927807943982771e-13
1.300000000000000044e+00 1.903018690868529816e-02
1.300000000000000044e+00 1.195528434402767459e+01
1.300000000000000044e+00 1.195528434402861606e+01
1.300000000000000044e+00 1.206956160340089923e+01
1.300000000000000044e+00 1.206956160340167727e+01
1.300000000000000044e+00 1.221816109602772116e+01
1.300000000000000044e+00 1.221816109602879052e+01
1.300000000000000044e+00 1.238046088471124406e+01
1.300000000000000044e+00 1.238046088471249817e+01
1.300000000000000044e+00 1.246117386991237908e+01
1.300000000000000044e+00 1.409292676578974124e+01
1.300000000000000044e+00 1.409292676579008230e+01
1.300000000000000044e+00 1.426473124180824925e+01
1.300000000000000044e+00 1.426473124180887453e+01
1.300000000000000044e+00 1.444625495833399853e+01
1.300000000000000044e+00 1.444625495833420636e+01
1.300000000000000044e+00 1.459753987656246466e+01
1.300000000000000044e+00 1.459753987656297625e+01
1.300000000000000044e+00 1.486746475496685704e+01
1.300000000000000044e+00 1.486746475496767239e+01
1.300000000000000044e+00 1.498941061544293341e+01
2.999999999999999889e-01 0.000000000000000000e+00
2.999999999999999889e-01 6.344091918464300761e-13
2.999999999999999889e-01 2.063060226265012176e-06
1.100000000000000089e+00 0.000000000000000000e+00
1.100000000000000089e+00 2.029487689014786156e-13
1.100000000000000089e+00 6.766763821022703240e-03
1.100000000000000089e+00 1.293317596098216882e+01
1.100000000000000089e+00 1.293317596098225586e+01
1.100000000000000089e+00 1.301293840884075337e+01
1.100000000000000089e+00 1.301293840884107667e+01
1.100000000000000089e+00 1.308434157163649303e+01
1.100000000000000089e+00 1.308434157163769918e+01
1.100000000000000089e+00 1.317281253408410358e+01
1.100000000000000089e+00 1.317281253408493669e+01
1.100000000000000089e+00 1.322306985395245604e+01
1.100000000000000089e+00 1.495006716298683536e+01
1.100000000000000089e+00 1.495006716298788163e+01
2.700000000000000178e+00 0.000000000000000000e+00
2.700000000000000178e+00 3.765876499528530985e-13
2.700000000000000178e+00 1.141125545370195837e+00
2.700000000000000178e+00 6.391114077412618499e+00
2.700000000000000178e+00 6.391114077412709094e+00
2.700000000000000178e+00 6.876256775338006832e+00
2.700000000000000178e+00 6.876256775338219995e+00
2.700000000000000178e+00 7.704703975456467901e+00
2.700000000000000178e+00 7.704703975456990150e+00
2.700000000000000178e+00 9.121420267751545907e+00
2.700000000000000178e+00 9.121420267751588540e+00
2.700000000000000178e+00 9.807629502699946045e+00
2.700000000000000178e+00 1.095504983222321904e+01
2.700000000000000178e+00 1.095504983222348727e+01
2.700000000000000178e+00 1.096912120229263365e+01
2.700000000000000178e+00 1.096912120229268872e+01
2.700000000000000178e+00 1.168420571435544986e+01
2.700000000000000178e+00 1.173294270094214298e+01
2.700000000000000178e+00 1.173294270094251956e+01
2.700000000000000178e+00 1.187243275784993202e+01
2.700000000000000178e+00 1.187243275785012386e+01
2.700000000000000178e+00 1.190666948775182554e+01
2.700000000000000178e+00 1.190666948775214173e+01
2.700000000000000178e+00 1.210289773428485560e+01
2.700000000000000178e+00 1.242460777887639267e+01
2.700000000000000178e+00 1.242460777887667156e+01
2.700000000000000178e+00 1.246844037286144768e+01
2.700000000000000178e+00 1.246844037286178697e+01
2.700000000000000178e+00 1.247072182045952715e+01
2.700000000000000178e+00 1.247072182046012756e+01
2.700000000000000178e+00 1.259318658413551617e+01
2.700000000000000178e+00 1.259318658413591763e+01
2.700000000000000178e+00 1.354471481010443057e+01
2.700000000000000178e+00 1.354471481010524059e+01
2.700000000000000178e+00 1.366924219129069051e+01
2.700000000000000178e+00 1.366924219129072782e+01
2.700000000000000178e+00 1.402593140924067328e+01
2.700000000000000178e+00 1.402593140924117776e+01
2.700000000000000178e+00 1.441395395077075037e+01
2.700000000000000178e+00 1.441395395077088715e+01
2.700000000000000178e+00 1.450664224041526396e+01
2.700000000000000178e+00 1.450664224041592831e+01
2.700000000000000178e+00 1.472961267440376787e+01
2.700000000000000178e+00 1.472961267440382649e+01
2.700000000000000178e+00 1.474462975819596799e+01
2.700000000000000178e+00 1.474462975819618649e+01
2.700000000000000178e+00 1.478334345990470311e+01
2.700000000000000178e+00 1.478334345990513832e+01
2.700000000000000178e+00 1.495909612788486420e+01
2.700000000000000178e+00 1.495909612788494414e+01
1.699999999999999956e+00 0.000000000000000000e+00
1.699999999999999956e+00 5.844214001626824029e-13
1.699999999999999956e+00 9.600027943020528198e-02
1.699999999999999956e+00 1.000361290971399519e+01
1.699999999999999956e+00 1.000361290971427231e+01
1.699999999999999956e+00 1.014687306290080393e+01
1.699999999999999956e+00 1.014687306290129065e+01
1.699999999999999956e+00 1.056968344480924848e+01
1.699999999999999956e+00 1.056968344480936217e+01
1.699999999999999956e+00 1.097926116607582969e+01
1.699999999999999956e+00 1.097926116607585811e+01
1.699999999999999956e+00 1.116122590249638513e+01
1.699999999999999956e+00 1.230051444573598474e+01
1.699999999999999956e+00 1.230051444573636488e+01
1.699999999999999956e+00 1.292829585745612775e+01
1.699999999999999956e+00 1.292829585745612775e+01
1.699999999999999956e+00 1.328777231341238974e+01
1.699999999999999956e+00 1.328777231341297238e+01
1.699999999999999956e+00 1.354018448742328218e+01
1.699999999999999956e+00 1.354018448742396430e+01
1.699999999999999956e+00 1.376837622261997574e+01
1.699999999999999956e+00 1.376837622262087280e+01
1.699999999999999956e+00 1.389291738629040651e+01
1.699999999999999956e+00 1.396626854665812978e+01
1.699999999999999956e+00 1.396626854665819906e+01
1.699999999999999956e+00 1.400971983552640054e+01
1.699999999999999956e+00 1.400971983552691924e+01
1.699999999999999956e+00 1.408585062085376194e+01
1.699999999999999956e+00 1.420116318234150299e+01
1.699999999999999956e+00 1.420116318234194352e+01
1.699999999999999956e+00 1.448425226902796936e+01
1.699999999999999956e+00 1.451198611458087839e+01
1.699999999999999956e+00 1.451198611458190513e+01
1.699999999999999956e+00 1.466444409219263534e+01
1.699999999999999956e+00 1.466444409219331035e+01
1.699999999999999956e+00 1.473987697781768169e+01
1.699999999999999956e+00 1.473987697781898021e+01
1.699999999999999956e+00 1.487037659751523044e+01
1.699999999999999956e+00 1.487037659751581842e+01
1.699999999999999956e+00 1.498852437014474148e+01
1.699999999999999956e+00 1.498852437014502215e+01
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
5.999999999999999778e-01 0.000000000000000000e+00
5.999999999999999778e-01 2.926547892911912641e-13
5.999999999999999778e-01 1.523075790457184553e-04
2.000000000000000000e+00 0.000000000000000000e+00
2.000000000000000000e+00 5.329070518200751394e-15
2.000000000000000000e+00 2.442697991414526371e-01
2.000000000000000000e+00 8.652693353183826375e+00
2.000000000000000000e+00 8.652693353183996905e+00
2.000000000000000000e+00 8.807137193446001433e+00
2.000000000000000000e+00 8.807137193446910928e+00
2.000000000000000000e+00 9.465365331272307614e+00
2.000000000000000000e+00 9.465365331272421301e+00
2.000000000000000000e+00 1.014009541329114761e+01
2.000000000000000000e+00 1.014009541329177289e+01
2.000000000000000000e+00 1.044037629715547943e+01
2.000000000000000000e+00 1.139516892518865632e+01
2.000000000000000000e+00 1.139516892518908442e+01
2.000000000000000000e+00 1.206537965254118561e+01
2.000000000000000000e+00 1.206537965254120870e+01
2.000000000000000000e+00 1.257920393144360638e+01
2.000000000000000000e+00 1.257920393144488358e+01
2.000000000000000000e+00 1.281296209906926009e+01
2.000000000000000000e+00 1.281296209907006656e+01
2.000000000000000000e+00 1.284404515509694100e+01
2.000000000000000000e+00 1.284404515509723055e+01
2.000000000000000000e+00 1.304840048512600070e+01
2.000000000000000000e+00 1.305108014770744873e+01
2.000000000000000000e+00 1.317209266870210804e+01
2.000000000000000000e+00 1.317209266870334616e+01
2.000000000000000000e+00 1.318089230890935148e+01
2.000000000000000000e+00 1.318089230890969077e+01
2.000000000000000000e+00 1.367160510990586353e+01
2.000000000000000000e+00 1.367160510990739475e+01
2.000000000000000000e+00 1.370312269965371677e+01
2.000000000000000000e+00 1.370312269965547003e+01
2.000000000000000000e+00 1.392066256521019874e+01
2.000000000000000000e+00 1.392066256521045453e+01
2.000000000000000000e+00 1.419905122417743293e+01
2.000000000000000000e+00 1.419905122417757326e+01
2.000000000000000000e+00 1.432933635983322418e+01
2.000000000000000000e+00 1.432933635983336451e+01
2.000000000000000000e+00 1.440940944303515714e+01
2.000000000000000000e+00 1.462888105622654322e+01
2.000000000000000000e+00 1.462888105622738166e+01
2.000000000000000000e+00 1.465434956976828218e+01
2.000000000000000000e+00 1.465434956976879555e+01
2.000000000000000000e+00 1.479405685134342363e+01
2.000000000000000000e+00 1.479405685134372916e+01
2.000000000000000000e+00 1.485859209223838917e+01
2.000000000000000000e+00 1.485859209224060606e+01
2.000000000000000000e+00 1.493910820825710317e+01
2.000000000000000000e+00 1.493910820825773911e+01
2.299999999999999822e+00 0.000000000000000000e+00
2.299999999999999822e+00 9.414691248821327463e-14
2.299999999999999822e+00 5.201105441241278271e-01
2.299999999999999822e+00 7.506105793195800402e+00
2.299999999999999822e+00 7.506105793196397258e+00
2.299999999999999822e+00 7.734564662090292586e+00
2.299999999999999822e+00 7.734564662090775755e+00
2.299999999999999822e+00 8.548532830959047146e+00
2.299999999999999822e+00 8.548532830959828743e+00
2.299999999999999822e+00 9.530655030611292489e+00
2.299999999999999822e+00 9.530655030612338763e+00
2.299999999999999822e+00 9.983281365177020916e+00
2.299999999999999822e+00 1.092464438099383273e+01
2.299999999999999822e+00 1.092464438099440827e+01
2.299999999999999822e+00 1.141448330560774238e+01
2.299999999999999822e+00 1.141448330560787738e+01
2.299999999999999822e+00 1.208044992122747097e+01
2.299999999999999822e+00 1.208044992122799322e+01
2.299999999999999822e+00 1.215604611900649523e+01
2.299999999999999822e+00 1.215604611900695353e+01
2.299999999999999822e+00 1.225583916797856610e+01
2.299999999999999822e+00 1.228942463524219164e+01
2.299999999999999822e+00 1.228942463524244388e+01
2.299999999999999822e+00 1.244315004085039433e+01
2.299999999999999822e+00 1.263915912171692213e+01
2.299999999999999822e+00 1.263915912171703582e+01
2.299999999999999822e+00 1.265465456966828661e+01
2.299999999999999822e+00 1.265465456966848912e+01
2.299999999999999822e+00 1.298650337575988090e+01
2.299999999999999822e+00 1.298650337575998925e+01
2.299999999999999822e+00 1.301847548783021224e+01
2.299999999999999822e+00 1.301847548783063857e+01
2.299999999999999822e+00 1.373433101339146667e+01
2.299999999999999822e+00 1.373433101339213280e+01
2.299999999999999822e+00 1.375220998895292901e+01
2.299999999999999822e+00 1.375220998895360580e+01
2.299999999999999822e+00 1.416793019657942487e+01
2.299999999999999822e+00 1.416793019657982455e+01
2.299999999999999822e+00 1.435876160361658727e+01
2.299999999999999822e+00 1.435876160361716458e+01
2.299999999999999822e+00 1.437141165945963195e+01
2.299999999999999822e+00 1.437141165945963728e+01
2.299999999999999822e+00 1.449218163944120619e+01
2.299999999999999822e+00 1.449218163944125948e+01
2.299999999999999822e+00 1.454006155206055695e+01
2.299999999999999822e+00 1.454006155206084827e+01
2.299999999999999822e+00 1.458971923781827229e+01
2.299999999999999822e+00 1.458971923781838065e+01
2.299999999999999822e+00 1.463175429519086990e+01
2.299999999999999822e+00 1.491065444767024673e+01
2.299999999999999822e+00 1.491065444767089687e+01
2.000000000000000111e-01 0.000000000000000000e+00
2.000000000000000111e-01 4.423544863740858091e-13
2.000000000000000111e-01 1.715166640658960517e-07
1.899999999999999911e+00 0.000000000000000000e+00
1.899999999999999911e+00 1.776356839400250465e-14
1.899999999999999911e+00 1.828773662205307460e-01
1.899999999999999911e+00 9.084541250411131585e+00
1.899999999999999911e+00 9.084541250411421132e+00
1.899999999999999911e+00 9.231324829143925825e+00
1.899999999999999911e+00 9.231324829145226118e+00
1.899999999999999911e+00 9.816030609291196640e+00
1.899999999999999911e+00 9.816030609291646059e+00
1.899999999999999911e+00 1.039631042721021004e+01
1.899999999999999911e+00 1.039631042721022958e+01
1.899999999999999911e+00 1.065302749267424787e+01
1.899999999999999911e+00 1.164930646758726063e+01
1.899999999999999911e+00 1.164930646758829447e+01
1.899999999999999911e+00 1.233300678354129687e+01
1.899999999999999911e+00 1.233300678354188662e+01
1.899999999999999911e+00 1.279409382625023817e+01
1.899999999999999911e+00 1.279409382625052061e+01
1.899999999999999911e+00 1.306354647559273729e+01
1.899999999999999911e+00 1.306354647559349047e+01
1.899999999999999911e+00 1.310419970475977891e+01
1.899999999999999911e+00 1.310419970476036156e+01
1.899999999999999911e+00 1.330803332057709909e+01
1.899999999999999911e+00 1.337516666726240544e+01
1.899999999999999911e+00 1.341063028620803266e+01
1.899999999999999911e+00 1.341063028620826003e+01
1.899999999999999911e+00 1.342965242455840169e+01
1.899999999999999911e+00 1.342965242455893637e+01
1.899999999999999911e+00 1.393843869529716883e+01
1.899999999999999911e+00 1.393843869529883150e+01
1.899999999999999911e+00 1.399488691705242616e+01
1.899999999999999911e+00 1.399488691705402132e+01
1.899999999999999911e+00 1.399979379434853044e+01
1.899999999999999911e+00 1.399979379434888926e+01
1.899999999999999911e+00 1.440239663865271247e+01
1.899999999999999911e+00 1.440569133426874515e+01
1.899999999999999911e+00 1.440569133426889792e+01
1.899999999999999911e+00 1.444206171528290739e+01
1.899999999999999911e+00 1.444206171528413662e+01
1.899999999999999911e+00 1.474340644911186260e+01
1.899999999999999911e+00 1.474340644911211839e+01
1.899999999999999911e+00 1.480968735058274355e+01
1.899999999999999911e+00 1.480968735058323205e+01
1.899999999999999911e+00 1.494473833642926053e+01
1.899999999999999911e+00 1.494473833643058747e+01
4.000000000000000000e+00 0.000000000000000000e+00
4.000000000000000000e+00 8.668621376273222268e-13
4.000000000000000000e+00 4.641272840499087948e+00
4.000000000000000000e+00 5.417865753522569605e+00
